patch_num,patch_size,patch_id,patch_index,patch_location_x,patch_location_y,global_habitat_num,habitat_id,habitat_index,habitat_x_location,habitat_y_location,env_axis1,env_axis2,hab_length,hab_width
4,256,patch1,0,8.0,8.0,1024,h0,0,1,1,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h1,1,1,2,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h2,2,1,3,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h3,3,1,4,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h4,4,1,5,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h5,5,1,6,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h6,6,1,7,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h7,7,1,8,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h8,8,1,9,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h9,9,1,10,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h10,10,1,11,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h11,11,1,12,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h12,12,1,13,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h13,13,1,14,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h14,14,1,15,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h15,15,1,16,0.4051426835168835,0.2110095202820411,10,10
4,256,patch1,0,8.0,8.0,1024,h16,16,2,1,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h17,17,2,2,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h18,18,2,3,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h19,19,2,4,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h20,20,2,5,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h21,21,2,6,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h22,22,2,7,0.675274144996794,0.2552794501042796,10,10
4,256,patch1,0,8.0,8.0,1024,h23,23,2,8,0.675274144996794,0.2552794501042796,10,10
